mode,latency_ms,strict_conformance
B2,16057.242100010626,0.9629629629629629
B2,22764.472999959253,0.8888888888888888
B2,22315.209199965466,0.8888888888888888
B2,22387.098900042474,0.8888888888888888
B2,14648.549999983516,0.8888888888888888
B2,15719.197099970188,0.8888888888888888
B2,16804.905899974983,0.9629629629629629
B2,5013.994299981277,0.9629629629629629
B2,11511.83360000141,0.8888888888888888
B2,21542.58840001421,0.8888888888888888
B2,16614.826100005303,0.8888888888888888
B2,21817.741899983957,0.8888888888888888
B2,23160.63260001829,0.8888888888888888
B2,22974.939099978656,0.8888888888888888
B2,5546.877099957783,0.8888888888888888
B2,6150.668900052551,0.8888888888888888
B2,16386.74909999827,0.8888888888888888
B2,9724.468400003389,0.8888888888888888
B2,6275.709200010169,0.8888888888888888
B2,22618.742800026666,0.8888888888888888
B2,15529.597599990666,0.9629629629629629
B2,21466.366500011645,0.8888888888888888
B2,21382.500700012315,0.8888888888888888
B2,12843.217100016773,0.8888888888888888
B2,16481.544899987057,0.8888888888888888
B2,15050.121499982197,0.9629629629629629
B2,13081.669399980456,0.8888888888888888
B2,5927.120800013654,0.8888888888888888
B2,19433.86950000422,0.8888888888888888
B2,21178.034399985336,0.9629629629629629
B2,13415.606800001115,0.0
B2,16832.864700001664,0.9629629629629629
B2,13198.108699987642,0.8888888888888888
B2,3041.314800037071,0.875
B2,3226.059999957215,0.8888888888888888
B2,4144.543299975339,0.8888888888888888
B2,8519.52730002813,0.8888888888888888
B2,5651.364099991042,0.875
B2,5671.512699977029,0.8888888888888888
B2,19447.910200047772,0.0
B2,10741.23069999041,0.9629629629629629
B2,5719.448699965142,0.8888888888888888
B2,3353.8464000448585,0.8888888888888888
B2,3452.9129000147805,0.8888888888888888
B2,7366.1647999542765,0.8888888888888888
B2,37119.99289999949,0.0
B2,6833.226300019305,0.8888888888888888
B2,10926.096199953463,0.8888888888888888
B2,54990.99829996703,0.9629629629629629
B2,53425.25440000463,0.8888888888888888
B2,6177.2312999819405,0.8888888888888888
B2,4716.817600012291,0.8888888888888888
B2,2843.8511999556795,0.8888888888888888
B2,5677.07320000045,0.8888888888888888
B2,3483.173699991312,0.8888888888888888
B2,18825.247499975376,0.8888888888888888
B2,6070.346200023778,0.8888888888888888
B2,3180.625199980568,0.8888888888888888
B2,2901.322700025048,0.8888888888888888
B2,6146.290500008035,0.8888888888888888
B2,5080.612499965355,0.8888888888888888
B2,27193.634300027043,0.0
B2,5093.343300046399,0.875
B2,23686.92559999181,0.9629629629629629
B2,4370.917199994437,0.8888888888888888
B2,22591.25719999429,0.8888888888888888
B2,3065.04399998812,0.8888888888888888
B2,41778.235999983735,0.0
B2,2786.636599979829,0.8888888888888888
B2,2830.4508000146598,0.8888888888888888
B2,23462.865500012413,0.8888888888888888
B2,5689.629300031811,0.8888888888888888
B2,3073.958099994343,0.8888888888888888
B2,18238.542500010226,0.8888888888888888
B2,3354.9196000094526,0.8888888888888888
B2,17106.63840000052,0.9629629629629629
B2,4125.820599962026,0.8888888888888888
B2,4172.275900025852,0.8888888888888888
B2,5502.815800020471,0.8888888888888888
M,1331.3868999830447,1.0
B2,3237.170399981551,0.8888888888888888
M,700.41879999917,1.0
M,855.614100000821,1.0
B2,27563.43509996077,0.8888888888888888
M,697.5689999526367,1.0
B2,32880.907399987336,0.0
M,886.9273000163957,1.0
M,839.5974999875762,1.0
B2,16559.54039999051,0.8888888888888888
M,937.668600003235,1.0
M,6919.779799995013,1.0
M,4133.7039999780245,1.0
M,5111.391199985519,1.0
M,1831.7997999838553,1.0
M,1102.0852999645285,0.5
M,4797.069299966097,0.8333333333333334
M,1154.7252999735065,1.0
M,1087.1649999753572,1.0
M,1516.4182999869809,0.8333333333333334
M,698.76270001987,1.0
M,838.1167000043206,1.0
M,3744.5062999613583,1.0
M,1869.8696999927051,1.0
M,5174.756699998397,1.0
M,1622.1127000171691,1.0
M,1383.637599996291,1.0
M,619.8791000060737,1.0
M,3232.6818000292405,1.0
M,1505.0993000040762,1.0
M,777.0733999786898,1.0
B2,28137.254900007974,0.8888888888888888
M,572.4023000220768,1.0
M,821.2983999983408,1.0
M,453.1567000085488,1.0
M,6210.003399988636,1.0
M,6188.106500019785,1.0
M,3474.8435000074096,1.0
M,7539.815899974201,0.8888888888888888
M,39557.03650001669,0.8888888888888888
M,54430.77680002898,0.8888888888888888
M,60114.72579999827,0.9629629629629629
M,7165.996299998369,0.8888888888888888
M,13715.619800030254,0.8888888888888888
M,81768.53660005145,0.8888888888888888
M,86783.80729997298,0.8888888888888888
M,12211.585599987302,0.8888888888888888
M,30756.288399978075,0.9629629629629629
M,65903.58099999139,0.8888888888888888
M,27830.87240002351,0.8888888888888888
M,29268.900600029156,0.8888888888888888
M,55284.68350000912,0.9629629629629629
M,21894.075600022916,0.8888888888888888
M,144290.5247999588,0.8888888888888888
M,57520.03080002032,0.8888888888888888
M,24598.939699993934,0.8888888888888888
M,62292.025200033095,0.8888888888888888
M,68430.79390004277,0.8888888888888888
M,45632.61530001182,0.8888888888888888
M,68497.50349996611,0.8888888888888888
M,75788.62849995494,0.8888888888888888
M,45449.38300002832,0.8888888888888888
M,35848.39960001409,0.9629629629629629
M,48561.690100003034,0.8888888888888888
M,19683.358100010082,0.8888888888888888
M,59860.277400002815,0.8888888888888888
M,55495.331200014334,0.8888888888888888
M,39116.53900000965,0.9629629629629629
M,63073.55159998406,0.9629629629629629
M,37848.213399993256,0.8888888888888888
M,20759.621699980926,0.8888888888888888
M,89017.01030001277,0.8888888888888888
M,39572.91649997933,0.8888888888888888
M,43656.57399996417,0.8888888888888888
M,50052.84399999073,0.9629629629629629
M,72038.4012000286,0.9629629629629629
M,38312.758399988525,0.8888888888888888
M,22893.182899977546,0.8888888888888888
M,57964.58289999282,0.875
M,32183.43289999757,0.8888888888888888
M,54462.08019996993,0.8888888888888888
M,28683.915200002957,0.0
M,19172.331399982795,0.8888888888888888
M,74009.9928000127,0.8888888888888888
M,50982.62480000267,0.9629629629629629
M,48153.502799978014,0.8888888888888888
M,69664.6647999878,0.8888888888888888
M,38228.621000016574,0.8888888888888888
M,95039.81069999281,0.8888888888888888
M,46908.00840000156,0.8888888888888888
M,89370.1035999693,0.8888888888888888
M,32697.399399999995,0.8888888888888888
M,15046.888099983335,0.8888888888888888
M,16043.8496999559,0.8888888888888888
M,63781.94460005034,0.8888888888888888
M,50887.75250001345,0.8888888888888888
M,44266.32500003325,0.8888888888888888
M,51330.79360000556,0.8888888888888888
M,99693.78600001801,0.8888888888888888
M,79290.30699998839,0.8888888888888888
M,29660.605699988082,0.8888888888888888
M,29335.471500002313,0.0
M,80741.89840001054,0.8888888888888888
M,94385.08249999722,0.8888888888888888
M,81496.7490999843,0.8888888888888888
M,96186.80550000863,0.8888888888888888
M,129921.94289999316,0.9629629629629629
M,57701.38030004455,0.8888888888888888
M,79485.28909997549,0.8888888888888888
M,54741.75360001391,0.8888888888888888
M,94316.76499999594,0.8888888888888888
M,205468.54620001977,0.875
M,110435.69309997838,0.9629629629629629
M,58520.17989999149,0.8888888888888888
M,115316.12530001439,0.8888888888888888
M,98311.94240000332,0.8888888888888888
M,21343.858600012027,0.8888888888888888
M,205942.63300002785,0.8888888888888888
M,50504.695100011304,0.8888888888888888
M,66442.60500004748,0.8888888888888888
M,55056.439300009515,0.8888888888888888
A1,4976.8589999875985,1.0
A1,1909.3110999674536,1.0
M,30073.176399979275,0.8888888888888888
A1,4570.493099978194,1.0
A1,1737.5614999909885,1.0
A1,5110.816699976567,1.0
A1,2001.9750999636017,1.0
A1,3749.961699999403,1.0
A1,2234.5482999808155,1.0
A1,1977.004799991846,0.8333333333333334
A1,3756.293500016909,1.0
A1,4643.971600045916,1.0
A1,4273.22210004786,1.0
A1,3017.7985999616794,1.0
A1,1138.0987000302412,1.0
M,58687.12970003253,0.8888888888888888
A1,1805.7889000046998,1.0
A1,4190.639399981592,1.0
A1,5010.319499997422,1.0
A1,1398.589099990204,1.0
A1,5506.562000024132,1.0
A1,1248.450800019782,1.0
A1,2656.7886999691837,1.0
A1,2851.9660999882035,1.0
A1,1943.727999983821,1.0
A1,1857.4750000261702,1.0
A1,5564.810200012289,1.0
A1,1989.5229000248946,1.0
A1,4611.600500007626,1.0
A1,1299.0921000018716,1.0
A1,1837.5450000166893,1.0
A1,4530.813399993349,1.0
A1,2441.9894000166096,1.0
A1,4695.154600020032,1.0
A1,3645.959399989806,1.0
A1,5449.9784000217915,0.8888888888888888
M,115807.36180004897,0.8888888888888888
A1,10237.92390001472,0.8888888888888888
M,65755.57059998391,0.8888888888888888
A1,5927.9060999979265,0.0
A1,59345.99150001304,0.9629629629629629
A1,75766.9211999746,0.8888888888888888
A1,80153.36180001032,0.8888888888888888
A1,62015.71879995754,0.8888888888888888
A1,71464.73220002372,0.8888888888888888
A1,25015.20760002313,0.9629629629629629
A1,9638.130499981344,0.9629629629629629
A1,12972.99270000076,0.8888888888888888
A1,11767.64960004948,0.8888888888888888
A1,33545.59310001787,0.8888888888888888
A1,29305.114799994044,0.8888888888888888
A1,32234.52920001,0.8888888888888888
A1,59748.367900028825,0.8888888888888888
A1,15592.063100019004,0.8888888888888888
A1,20078.71030003298,0.0
A1,124761.16880000336,0.8888888888888888
A1,46146.21079998324,0.8888888888888888
A1,31858.59950003214,0.8888888888888888
A1,30733.28380001476,0.9629629629629629
A1,75273.97509996081,0.8888888888888888
A1,46057.59159999434,0.8888888888888888
A1,46011.25029998366,0.8888888888888888
A1,63470.38839996094,0.9629629629629629
A1,118478.90519996872,0.8888888888888888
A1,117163.8161999872,0.8888888888888888
A1,107681.63160001859,0.8888888888888888
A1,80581.14439999918,0.8888888888888888
A1,76329.34170000954,0.9629629629629629
A1,73830.27490001405,0.8888888888888888
A1,180089.67980003217,0.8888888888888888
A1,64580.46170003945,0.8888888888888888
A1,15953.243599971756,0.8888888888888888
A1,58779.42610002356,0.8888888888888888
A1,117451.32580003701,0.9629629629629629
A1,27423.635700019076,0.0
A1,81541.01230000379,0.9629629629629629
A1,146550.83730001934,0.8888888888888888
A1,65891.77570003085,0.8888888888888888
A1,74288.88009994989,0.8888888888888888
A1,63622.86050000694,0.8888888888888888
A1,5208.845799963456,0.8888888888888888
A1,71262.17870000983,0.875
A1,12761.795600003097,0.8888888888888888
A1,23723.3089999645,0.0
A1,53462.887200003024,0.8888888888888888
A1,28115.078200004064,0.0
A1,78386.94880000548,0.9629629629629629
A1,204837.2459000093,0.875
A1,119500.22389995866,0.8888888888888888
A1,92823.78870004322,0.8888888888888888
A1,134945.5671000178,0.8888888888888888
A1,121756.10850000521,0.8888888888888888
A1,141114.15410001064,0.8888888888888888
A1,68157.3183000437,0.8888888888888888
A1,13653.472000034526,0.8888888888888888
A1,11592.805099964608,0.8888888888888888
A1,42270.92099998845,0.8888888888888888
A1,33017.47910003178,0.8888888888888888
A1,64105.90780002531,0.8888888888888888
A1,64358.80739998538,0.9629629629629629
A1,76079.672700027,0.8888888888888888
A1,25086.008900019806,0.8888888888888888
A1,13988.725500006694,0.8888888888888888
A1,51242.35009995755,0.8888888888888888
A1,13211.598800029606,0.8888888888888888
A1,11938.845800003037,0.8888888888888888
A1,80784.86969997175,0.8888888888888888
A1,11301.531100005377,0.8888888888888888
A1,9163.704800012056,0.9629629629629629
A1,22388.720699993428,0.8888888888888888
A1,62429.23529999098,0.875
A1,64889.823300007265,0.8888888888888888
A1,7664.02399999788,0.0
A1,20671.37769999681,0.8888888888888888
A1,88449.08690004377,0.8888888888888888
A1,68996.84029998025,0.8888888888888888
A1,19174.15139998775,0.8888888888888888
A1,9561.00729998434,0.0
A1,64639.95009998325,0.8888888888888888
A1,23861.875300004613,0.8888888888888888
A2,3513.6010000132956,1.0
A2,4515.722299984191,1.0
A2,1926.9088000291958,1.0
A2,1353.3771999645978,1.0
A2,3358.3152999635786,1.0
A2,1148.754000023473,1.0
A2,1202.6622000266798,1.0
A1,19701.15320000332,0.8888888888888888
A2,4053.0276999925263,1.0
A2,1553.51250001695,1.0
A2,4739.319900050759,0.8333333333333334
A2,1995.3589999931864,1.0
A2,7062.015700037591,1.0
A2,2872.300300048664,1.0
A2,3276.000900019426,1.0
A2,2953.8663999992423,1.0
A2,1060.6402000412345,1.0
A2,1912.3964000027627,1.0
A2,2245.979900006205,1.0
A2,3561.7857999750413,1.0
A2,1940.8044000156224,1.0
A2,3001.718199986499,1.0
A2,997.2162999911234,1.0
A2,1639.946500014048,1.0
A2,1588.875699962955,1.0
A2,920.5188999767415,1.0
A2,2991.37940001674,1.0
A2,1131.020599976182,1.0
A2,1038.707899977453,1.0
A1,66885.55030000862,0.0
A2,2205.5766999837942,1.0
A2,724.4292999967001,1.0
A2,4402.604100003373,1.0
A1,49625.62949996209,0.8888888888888888
A2,3544.223599950783,1.0
A2,5999.466899957042,1.0
A2,6580.044900008943,0.8888888888888888
A2,8779.250999970827,0.8888888888888888
A2,8907.534300000407,0.8888888888888888
A2,6047.779400018044,0.9629629629629629
A2,6806.283299985807,0.8888888888888888
A2,3650.0727999955416,0.8888888888888888
A2,3906.6785000031814,0.8888888888888888
A2,5095.677999954205,0.9629629629629629
A2,10429.841000004672,0.8888888888888888
A1,76929.12290000822,0.8888888888888888
A2,5877.209199999925,0.8888888888888888
A2,4407.467900018673,0.9629629629629629
A2,6388.70789995417,0.8888888888888888
A2,6541.436400031671,0.8888888888888888
A2,5356.5617999993265,0.8888888888888888
A2,28236.800000013318,0.8888888888888888
A2,11585.534400015604,0.8888888888888888
A2,21655.930000008084,0.8888888888888888
A2,26865.469500015024,0.8888888888888888
A2,10160.410000011325,0.8888888888888888
A2,9566.965300007723,0.8888888888888888
A2,10335.091999964789,0.8888888888888888
A2,9318.720899987966,0.8888888888888888
A2,32210.10320005007,0.8888888888888888
A2,4654.595299973153,0.8888888888888888
A2,4369.63840003591,0.8888888888888888
A2,6138.102699944284,0.9629629629629629
A2,10402.19849999994,0.8888888888888888
A2,25700.953599996865,0.8888888888888888
A2,7184.727599960752,0.9629629629629629
A2,23035.733499971684,0.9629629629629629
A2,24453.934699995443,0.8888888888888888
A2,8292.800399998669,0.8888888888888888
A2,6870.102700020652,0.9629629629629629
A2,6937.453799997456,0.8888888888888888
A2,3361.2562000053003,0.8888888888888888
A2,22666.536000033375,0.8888888888888888
A2,6910.882199998014,0.9629629629629629
A2,5811.8979999562725,0.8888888888888888
A2,8838.96610001102,0.8888888888888888
A2,6742.065099999309,0.8888888888888888
A2,28125.219099980313,0.8888888888888888
A2,13078.01830000244,0.8888888888888888
A2,24672.231500037014,0.8888888888888888
A2,17065.396199992392,0.8888888888888888
A2,30325.065400043968,0.875
A2,5916.09499999322,0.8888888888888888
A2,7363.080600043759,0.8888888888888888
A2,6529.817200032994,0.8888888888888888
A2,5874.010799976531,0.8888888888888888
A2,24785.968800017145,0.8888888888888888
A2,6430.554300022777,0.8888888888888888
A2,21049.344400002155,0.8888888888888888
A2,7228.895200008992,0.8888888888888888
A2,23951.612400007434,0.8888888888888888
A2,42781.03120002197,0.0
A2,6087.911599955987,0.8888888888888888
A2,4772.9383000405505,0.8888888888888888
A2,60277.04180002911,0.875
A2,3190.8550999942236,0.9629629629629629
A2,23235.78109999653,0.8888888888888888
A2,5420.593999966513,0.8888888888888888
A2,23504.690700036008,0.8888888888888888
A2,21636.993399995845,0.8888888888888888
A2,10125.923099985812,0.8888888888888888
A2,9278.21129997028,0.8888888888888888
A2,23680.918099998962,0.8888888888888888
A2,21380.826300010085,0.8888888888888888
A2,5890.531100041699,0.8888888888888888
A2,7947.328999987803,0.8888888888888888
A2,22617.75239999406,0.8888888888888888
A2,15305.181200033985,0.0
A2,25428.12270001741,0.8888888888888888
A2,21825.454299978446,0.8888888888888888
A2,21061.039399995934,0.8888888888888888
A2,16957.176099997014,0.9629629629629629
A2,18377.834300044924,0.8888888888888888
A2,47859.320599993225,0.875
A2,25777.06659998512,0.8888888888888888
A2,22756.66050001746,0.8888888888888888
A2,9563.350899959914,0.8888888888888888
A2,9335.698099981528,0.8888888888888888
A2,39477.34689997742,0.8888888888888888
A2,31276.088599988725,0.8888888888888888
A3,1877.7768000145443,1.0
A2,38792.273200000636,0.8888888888888888
A3,6273.335899983067,1.0
A2,31303.321700019296,0.8888888888888888
A3,2578.416800010018,1.0
A3,1248.479400004726,1.0
A3,2664.177500002552,1.0
A3,3178.5393999889493,1.0
A3,1643.8958999933675,1.0
A3,1591.05519996956,1.0
A2,29363.213500007987,0.8888888888888888
A2,13457.615499966778,0.8888888888888888
A3,1417.013099999167,1.0
A3,1748.7716000177898,1.0
A3,2684.5617000362836,1.0
A3,2452.195599966217,1.0
A3,3286.8399000144564,0.8333333333333334
A3,2525.4308999865316,1.0
A3,2835.920999990776,1.0
A3,2756.3977999961935,1.0
A3,3977.0638000336476,1.0
A3,1216.8448999873362,1.0
A3,4887.402400025167,1.0
A3,949.5390999945812,1.0
A3,9085.172099992633,1.0
A3,5133.1600999692455,1.0
A3,2282.611500006169,1.0
A3,1498.7763999961317,1.0
A3,5922.3897000192665,1.0
A3,977.9235000023618,1.0
A3,5617.632200010121,1.0
A3,6710.961100005079,1.0
A3,8089.2578000202775,1.0
A3,1270.5169999971986,1.0
A3,4755.517899990082,1.0
A3,983.0408000270836,0.0
A3,599.8057000106201,0.0
A3,3004.6611000434496,1.0
A3,4173.481400008313,1.0
A3,5436.190799984615,0.9629629629629629
A3,6457.075499987695,0.8888888888888888
A3,8861.780999985058,0.8888888888888888
A3,7599.499400006607,0.8888888888888888
A3,6695.395399990957,0.8888888888888888
A3,787.6963000162505,0.0
A3,12409.892200026661,0.9629629629629629
A3,11057.85849998938,0.8888888888888888
A3,13294.106499990448,0.9629629629629629
A3,13892.046599998139,0.8888888888888888
A3,24122.30519996956,0.8888888888888888
A3,11434.22759999521,0.8888888888888888
A3,12739.481700002216,0.8888888888888888
A3,16274.590799992438,0.8888888888888888
A3,14724.984299973585,0.8888888888888888
A3,43788.22749998653,0.8888888888888888
A3,15731.937600008678,0.8888888888888888
A3,13846.756000013556,0.8888888888888888
A3,12057.512999977916,0.8888888888888888
A3,16227.429000020493,0.8888888888888888
A3,10819.564300007187,0.8888888888888888
A3,8893.383399990853,0.9629629629629629
A3,27469.645600009244,0.8888888888888888
A3,600.2726000151597,0.0
A3,4957.035200030077,0.8888888888888888
A3,8976.598399982322,0.8888888888888888
A3,662.1580999926664,0.0
A3,776.735799969174,0.0
A3,12996.698499948252,0.8888888888888888
